Scene_Name,step,historyId,type,answer,text-自學,text-導學,speaker,correct,autoNext,audio-自學,audio-導學,UniqueId
VR_Sample,6,903,text,,拿放大鏡觀察看看向日葵吧~,,default,,0,26,27,XZPLGJWNRZCYHBYDLOVEBKLCRHILVXRLOWEQSCVRMPHJNB
VR_Sample,7,903,text,,很棒，我們待會見,,default,,-1,28,29,KRXSOMIWAGZNOZMAGKASVCXFLWMWPTZNJOVKVKVHPACCXO
VR_Sample,8,903,text,,這裡是自學模式的結尾,<pass>,default,,-1,30,31,UFQLBVNRRTQHXNQKFBKEBBWFSEAWNMIQTGJPYJBYKLVPFY
VR_Sample,9,903,text,,<pass>,這裡是導學模式的結尾,default,,-1,32,33,UZKDFKCFDHIBNDPTHSTFTXQSQJJKAUIJKKPKFRKOATYTAS
VR_Sample,10,903,text,,掰掰,,default,,-1,34,35,MDZTQCPUUWLCGQQPKEGTFSHRZCQFWYYMJLRYFHTUYLHNXA
2_Chapter_1,0,101,text,,歡迎來到第一單元，在這單元裡，我們要來認識動物、植物、以及非生物哦!,,default,,3,,,KVGPWGZPIGMZOWZCLMVYZDXTMRGTIFOXKSZOQAKKLCUBPL
2_Chapter_1,1,102,text,,在我們的生活中到處都充滿著活力!在四周觀察看看，有哪些是動物?哪些是植物?哪些是沒有生命的非生物呢?,,default,,0,,,YDJEMPYTVVJWAPPVTPIWVDAUXCKXXGGIRVSHNMSAOBVOZO
2_Chapter_1,2,103,text,,這是棵大榕樹，雖然它不會動，但是會隨著時間慢慢地長大。,,default,,3,,,DQBZMINUPQUFTBBCVYFSETNNNCXJCDFXTIAGHQREHUFTPJ
2_Chapter_1,3,104,question,,它應該是動物、植物、還是非生物呢?,,default,,-1,,,MODTFODFUSMNEKZUJTQMQPSLYNAPKLPFPAFVSOEDKGMTBT
2_Chapter_1,3,105,answer,動物,榕樹並不會移動哦!再想想吧。,,default,FALSE,0,,,EMFIFXDYPURSZVYFHLBTSBCZAJCTJALYLHPGZBALHTRJOH
2_Chapter_1,3,106,answer,植物,沒錯，榕樹屬於植物的一種哦。,,default,TRUE,0,,,MASGMCKDBTFEPNUIYTBGJIEZFLYVIPAKZKTNOMNBCGWZVU
2_Chapter_1,3,107,answer,非生物,非生物是不會長大的哦!再想想吧。,,default,FALSE,0,,,VOOFCARRQUOGEUTEDZYGXVABQRCXNZGYWQCZHVIGMMENQN
2_Chapter_1,4,108,text,,這是朵長春花，雖然它不會移動，但是會隨著時間慢慢地長大並開花。,,default_image,,3,,,TPUJRENMGWUHBKGGWIVKJAKBPRDWHBKNJJZTNKZGSSMZOA
2_Chapter_1,5,109,question,,它應該是動物、植物、還是非生物呢?,,default_image,,-1,,,TXVRMRJZXZEORLMXCXWDUHDIPDDKAEXWCHUCUTGXSFKAPP
2_Chapter_1,5,110,answer,動物,長春花並不會移動哦!再想想吧。,,default_image,FALSE,0,,,SHPPOBCUGYPZPFLDJPRHZAMWKHXBJDZNRRQQEUROSKMBVJ
2_Chapter_1,5,111,answer,植物,沒錯，長春花屬於植物的一種哦。,,default,TRUE,0,,,YQKKBQWTFIETOXEPRPWGGIOLBWWOFUYWUHXKIMHORFTPBR
2_Chapter_1,5,112,answer,非生物,非生物是不會長大的哦!再想想吧。,,default,FALSE,0,,,XMXHOYSMYLAMRFKJKUUCYMYBVEANGEBTQRYTCQZCCXLMSB
2_Chapter_1,6,113,text,,這是顆石頭，石頭不會長大，也不會長出小石頭。,,default,,3,,,SXXLGBLIZPSIKWGDREOLUMTDPJCOIHQEKOHPWLXUZVBCFT
2_Chapter_1,7,114,question,,它應該是動物、植物、還是非生物呢?,,default,,-1,,,XPWQVDDTCJPWNDCPUSMYBBXQNREAWMHTTOLMLTKYETRLFZ
2_Chapter_1,7,115,answer,動物,石頭並不會自己移動哦!再想想吧。,,default,FALSE,0,,,RUKFCRGEDPRFCNQCITPVBHBRWXDXJKSEKVSWMSSRKOZURH
2_Chapter_1,7,116,answer,植物,石頭不會移動，也不會隨著時間長大，再想想吧。,,default,FALSE,0,,,WKXLXYBOZYZVFKKATYSUUPGKNNVBYRAJHZIBZJNLFVYIMW
2_Chapter_1,7,117,answer,非生物,沒錯，石頭屬於非生物的一種哦。,,default,TRUE,0,,,HPQDMUBWOUQTBGZYCYFZOLNPCKASCWESIPCAXLCUEJMXMH
2_Chapter_1,8,118,text,,這是個花盆，花盆不會長大，也不會隨著時間長出新的小花盆。,,default,,3,,,TLDGGYWMWCIPSZILHMRCBNEVZXWUHCCWPBGJWWHBXVACXD
2_Chapter_1,9,119,question,,它應該是動物、植物、還是非生物呢?,,default,,-1,,,TJCETUJTJFCJWEVLDBRCVDILZYHQGJPEWKOGPVHQRLCSAW
2_Chapter_1,9,120,answer,動物,花盆並不會自己移動哦!再想想吧。,,default,FALSE,0,,,LVPXPPTPBLYOEPGWMCCHHXIGPKGSNWFWRNOSUDQTRUQXYP
2_Chapter_1,9,121,answer,植物,花盆不會移動，也不會隨著時間長大，再想想吧。,,default,FALSE,0,,,HNBEDUPRLOWPJLAJPJFMCZPDPEKPOSTBECZAMQVSPTJPZT
2_Chapter_1,9,122,answer,非生物,沒錯，花盆屬於非生物的一種哦。,,default,TRUE,0,,,RFJNFODRQTNFAGMJSJLSAYKNPCPRVFZVODKUXLVHDJPOWX
2_Chapter_1,10,123,text,,這是泥土，泥土不會長大，也不會隨著時間變成更大的土堆。,,default_image,,3,,,AMLCILVWGUIMTJNPRPLNOHIUTEYOQYYDWTUCPHUBPEPAEP
2_Chapter_1,11,124,question,,它應該是動物、植物、還是非生物呢?,,default_image,,-1,,,PZTHROOILKOPFVSXWDAENFITOSIBFJPWWGTMTXZDSRELGR
2_Chapter_1,11,125,answer,動物,泥土並不會自己移動哦!再想想吧。,,default_image,FALSE,0,,,DRVMHACNVNSTKIYFLFHFCMUKJGQDIXLVEJUIMKZEZAJJQI
2_Chapter_1,11,126,answer,植物,泥土不會移動，也不會隨著時間長大，再想想吧。,,default,FALSE,0,,,RQRRXPLHPOZOPLIKZPCYLFVOBWWVCKYWXBLJAKLVSUIVWK
2_Chapter_1,11,127,answer,非生物,沒錯，泥土屬於非生物的一種哦。,,default,TRUE,0,,,BMSAMZFPDLRXNZUIQVQGLZDCPPOROYNDKVVNYPKISWFKNM
2_Chapter_1,12,128,text,,接下來讓我們拿起其中一種植物並觀察，看看植物中有哪些不同的構造吧!,,default,,-1,,,BRNBPQSIBHWPSEPNHXPIFHROKZQUQAHJVUBJYKSKXCUYBL
2_Chapter_1,13,129,text,,你拿起了長春花。你可以找到一個部分，它通常是綠色的、扁平的，而且還可以捕捉陽光嗎?,,default,,-1,,,AWFDQJKHOYOAWXQBEGCAOHGYXAFULNHVEDFJMMTINSOJWH
2_Chapter_1,14,130,text,,很好!這就是葉子。葉子是植物的養分工廠，它們通過光合作用將陽光轉化成為養分，並幫助植物生長哦!,,default,,-1,,,IROPVHNCUMEOSUZEVOZYQLTUJFKVFJGGVFYAYZNGKSYOJD
2_Chapter_1,15,131,text,,再來找找看，你能找到一個部分，通常位於植物的中間，它看起來像是植物的主幹，負責連接整株植物嗎?,,default,,-1,,,TGYXKLSGXXNKUTSRPAWJVJSBIIQFUFYZYTTEEWXPXDIEUH
2_Chapter_1,16,132,text,,很好!這就是植物的莖。大部分植物莖的主要任務是支撐整株植物，並且是運輸水分與養分的中繼站。,,default,,-1,,,VWTTKVNTSRUSXQWLCBIFTZFYFRVFEXRCPTPQJSDSWYTMNA
2_Chapter_1,17,133,text,,讓我們再次觀察這棵植物。你能找到一個部分，通常位於植物的底部，長的細長，是負責吸收水分和礦物質的嗎?,,default,,-1,,,VXZWVYDDGNBNWJNILYMCWMOQZCZNTSDRFXRBHUKDRISFVT
2_Chapter_1,18,134,text,,很好!這就是植物的根。它主要負責吸收水分和礦物質，還要幫植物抓緊土壤，才不會讓植物輕易的被風吹走哦!,,default,,-1,,,TWTISOVPIRXIVZGDQYRJQOWBDGVLTZAEGDZTUYYVZTRVNC
2_Chapter_1,19,135,text,,讓我們拿起另一種植物並觀察，看看跟上一株植物有哪些不同的地方吧。,,default,,-1,,,HUUJQVTXHRSIUEMUVGZGHTTZGXYKHCVMXFEETKLSVPFTHO
2_Chapter_1,20,136,text,,你拿起了仙人掌。你可以幫我找到仙人掌的葉子嗎?,,default,,-1,,,MSBPOQLUPNHLVPTIVNKBABLEQHSEIIRIVTLWJXQUKPASPR
2_Chapter_1,21,137,text,,仙人掌的葉子通常是細針狀的，這是為了防止仙人掌在沙漠中水分散失過多。雖然外觀不太一樣，但同樣可以行光合作用哦!,,default,,-1,,,TQBGVHHUSLYOGRPNXKKYZITYQCIMOWYBDBDRVMGULXMCQH
2_Chapter_1,22,138,text,,現在，請你仔細看看仙人掌的其他部分。你能找到一個部分，它看起來像是植物的主幹，並且負責支撐整株植物嗎?,,default,,-1,,,XJXLBLKEPXBLOELNYSKPGXLZZNNJMZFBSMSCFORMNJUIHK
2_Chapter_1,23,139,text,,很好! 這就是仙人掌的莖。仙人掌的莖通常又粗又多肉，這是因為仙人掌主要靠莖來儲存水分，並且莖也能進行光合作用哦!,,default,,-1,,,FDDOIPPWBUXJCERMETBZNKRZRXTRGYIVPTQAWLSKYIBMUV
2_Chapter_1,24,140,text,,再來，讓我們觀察仙人掌的底部。你能找到仙人掌的根嗎?,,default,,-1,,,YOMTLCNSXQQHFAWQRHUJCBFNTDUFRFHRYUTKZTABGYZHDC
2_Chapter_1,25,141,text,,很好! 這就是仙人掌的根，負責吸收水分和礦物質。雖然仙人掌的根通常較淺，但它們能快速吸收雨水，並在乾旱的沙漠環境中幫助仙人掌生存。,,default,,-1,,,QKRFVPIRCPTECXSCEGLVIMMDDVZMQCOCJXQPZRXPNIBKEF
2_Chapter_1,26,142,text,,讓我們拿起另一種植物並觀察，看看跟上一株植物有哪些不同的地方吧。,,default,,-1,,,KGOGOEVGKJUCPVXQGLRMVKFAEDARGPIBNSURKDTCRJZOTV
2_Chapter_1,27,143,text,,你拿起了榕樹的一部分。你能找到榕樹的葉子嗎?,,default,,-1,,,HJLSXJOXSQVTROKNGXNNVJZXTNLGYASGBVRGCNZTHHCAHA
2_Chapter_1,28,144,text,,沒錯，這就是榕樹的葉子。它們通常是綠色的、厚實的，形狀有點像橢圓。,,default,,-1,,,QPVEOMRPSHIKVPWAWXRFVWOZVWWFDCKWBLJHGHRYBLXZPA
2_Chapter_1,29,145,text,,現在，請你仔細看看榕樹的其他部分。你能找到榕樹的莖嗎?,,default,,-1,,,GNLAFAHYAZLOSPKODZQQXGZITJDAKPJVKPMKBMGYVBYMPI
2_Chapter_1,30,146,text,,很好! 這就是榕樹的莖，也是樹幹。榕樹的樹幹很粗壯，可以支撐整棵大樹，而且它還能運輸水分和養分。,,default,,-1,,,JYQEYSHYDKFLPQITIWLFMPULOPQILYMGJDZKLTGGZVOZMN
2_Chapter_1,31,147,text,,讓我們再來看看榕樹的底部。你能找到榕樹的根嗎?,,default,,-1,,,TZYTDKTJBNLBZSEAJZUZBJGUBHDDKMLHDTSPWDCDEZAKUJ
2_Chapter_1,32,148,text,,很好!這些是榕樹的根。我們可以看到公園中間的大榕樹，不僅有普通的地下根，還會長出氣生根。氣生根也能幫助榕樹吸收水分和養分，並提供額外的支撐。,,default,,-1,,,UTZFILUHEDRTRPOMJKZFLRMJDJVBTMCAQVUFMLVSVUEAWM
2_Chapter_1,33,149,text,,恭喜你完成第一單元，讓我們到下一單元去看看葉子不同的生長方式吧!,,default,,-1,,,VMNEMWNONFBQWEQBTAUYEMSABTIKDDCQMHDUKHZORSZKKW
3_Chapter_2,0,201,text,,歡迎來到第二單元，在這單元裡，我們要來認識什麼是互生、對生、以及輪生哦!,,default,,3,,,SYUDWEFURCYLGYUVTWVFILZECLLDMXQKZWYMQFRLEMVLHT
3_Chapter_2,1,202,text,,在上一單元中，我們知道植物依靠葉子來獲取陽光並且行光合作用。,,default,,3,,,OGSKHLAWBZZAXCYKHCLCGIIQLDKGLAQDJDZYTBKAQSAJRN
3_Chapter_2,2,203,text,,而為了能夠獲取足夠的陽光，不同植物的葉子在枝條上面的排列也是有特別的方式。,,default,,3,,,XSJXWNQGZFHPKKOSLZFZPNNQELPZFQGQSMVIQNSCIFQQFP
3_Chapter_2,3,204,text,,先讓我們拿起周邊的枝條來觀察看看吧,,default,,0,,,DEMCQNVSBYTIGPMNSYUMBDSKPUHJNHYEHFOLDUCBHVSVGD
3_Chapter_2,4,205,text,,我們可以看到，在你拿起的枝條上面有莖也有葉子。,,default,,3,,,SFVHXVNNGBULDMYMJXIEIDXNETJHJZEKDHACXPVINAQEHS
3_Chapter_2,5,206,text,,在枝條的上面有凸凸的、長出葉子的地方，你能夠找出來在哪裡嗎?,,default,,0,,,XLPQBMNXHZWODYREXBARVSRBBPSZLJDTKGWDSZGPATVOZA
3_Chapter_2,6,207,text,,沒錯!這個地方我們稱之為「節」，葉子都是從莖上面的「節」長出來的哦!,,default,,3,,,WCQYKDXIEWFZWMGTRDMXLQLXCRBVVRFRWFASOIUNPJLERJ
3_Chapter_2,7,208,text,,而葉子在莖上面的排列方式叫做「葉序」，植物會因為想要獲取足夠的陽光，而產生不同的葉序。,,default,,3,,,FFPQUNWXNZVSSGGVGPFAEYDDJPUNRFJMCWOKUBHZBFPRPC
3_Chapter_2,8,209,question,,接著讓我們來觀察看看榕樹的長相吧。仔細觀察，榕樹枝條上的一個節，上面長了幾片葉子呢?,,default,,-1,,,CDUHPUGJFTXBFILLESLFYUUFCRZLWHEGLOCMBCUTPKNNNS
3_Chapter_2,8,210,answer,1片,沒錯，榕樹的一個節上面只長了一片葉子，我們將這種葉序稱為「互生」。,,default,TRUE,0,,,SYYRJUURNJWKWSEIEUTXPLKAOIVQVUPSTHHIAFEDWUWRWK
3_Chapter_2,8,211,answer,2片,再仔細觀察看看吧。,,default,FALSE,0,,,LLZLVEJZUNESQEICNJIYMWKFCPYAJDNZHAUVHICFDOMFUX
3_Chapter_2,8,212,answer,3片以上,再仔細觀察看看吧。,,default,FALSE,0,,,DBVGVKIMWPZXFWDIQUQNBDBPKBPWXZOTRLBYISJNLYYPCZ
3_Chapter_2,9,213,text,,互生的葉序可以讓每片葉子都接觸到陽光，有助於植物在光線充足的地方生長。,,default,,3,,,GVTGDBDKDHVDSPPUOOTQEWWQQLITDTHLFISVRCSPKRSIDT
3_Chapter_2,10,214,question,,榕樹的葉片以互生的方式排列，是否與它生長的環境有所關聯呢?想想看，榕樹通常生長在什麼樣的環境呢?,,default,,-1,,,PCPVIIWJQEJZPDGTYNDIVPOJERLYVKGATWIJFIZEQBMIFF
3_Chapter_2,10,215,answer,陽光及水分皆足夠的地方,沒錯，榕樹通常生長在陽光充足、水分豐富的環境中。,,default,TRUE,0,,,UOHVFBCXAZRPDNIKORTZZMHHCVTXHBDOFTFYPAYSIJTIOT
3_Chapter_2,10,216,answer,濕潤、時常下雨的地方,再想想看。雖然濕潤的地方有助於榕樹生長，然而，陽光也是必不可少的，這樣葉片才能夠充分進行光合作用。,,default,FALSE,0,,,FOPHLXWXFBHLCHHAVEIDELREJEKWVVAIDXNGBLKOTSIOYO
3_Chapter_2,10,217,answer,乾燥、容易缺水的地方,再想想看。互生的葉片排列方式主要有利於最大化地利用陽光和保持適當的通風，但乾燥、容易缺水的環境並不適合榕樹的生長。,,default,FALSE,0,,,DAUXXXLOXQPPCVLLFOTQUJGVXAWCOONAGJPGAWOOPZOQVH
3_Chapter_2,11,218,text,,互生的葉序就是為了讓榕樹更好地適應這樣的環境，讓每片葉子都能充分接觸陽光，有助於植物在光線充足的地方茁壯成長。,,default,,0,,,YDRVZWZPJMBXGLUUVJSQVHZMYUJSHCQJYGCFZYMZNQTTOC
3_Chapter_2,12,219,text,,讓我們繼續觀察其他的枝條吧。,,default,,0,,,QOLKBFMJOHNDVSBOWBBQKLXIZQIXSRJJKUHORIAGILKUON
3_Chapter_2,13,220,text,,讓我們來觀察看看桂花的長相吧。,,default,,3,,,TPFNNFQHKRCTPGECTUPXGCNFZDOFUMGDJYLDEYXYREMAOS
3_Chapter_2,14,221,question,,仔細觀察，桂花枝條上的一個節，上面長了幾片葉子呢?,,default,,-1,,,HCFPZHTVFXHACIFHMZGHJCCCBAEKJDNVRQRRCJFLAVPION
3_Chapter_2,14,222,answer,1片,再仔細觀察看看吧。,,default,FALSE,0,,,NMOWYHRCRVNOROAPEPOHGVOXOHDSTKABDEAKFWCUJYGTZZ
3_Chapter_2,14,223,answer,2片,沒錯，桂花的一個節上面長了兩片葉子，我們將這種葉序稱為「對生」哦!,,default,TRUE,0,,,SVEMXWGUQVUHLDCNSXEFOGMMCCHRJQQEBYYWTZJJSPLFCF
3_Chapter_2,14,224,answer,3片以上,再仔細觀察看看吧。,,default,FALSE,0,,,WDWVRZCIFWZLYTNTIRBEJJUGGIHVWKZDTXIGMFNNNDBNYF
3_Chapter_2,15,225,question,,桂花的葉子以對生的方式排列，是否與它生長的環境有所關聯呢?想想看，桂花通常生長在什麼樣的環境呢?,,default,,-1,,,CWMKRYUSSSZITDYQGEJIURVLZPAJZAZXUQCQOIXXVJCTSB
3_Chapter_2,15,226,answer,陽光及水分皆足夠的地方,再想想看。對生的葉序排列有助於葉片均勻地獲得陽光，這種環境有助於它們更好地進行光合作用，但並不是最適合桂花生長的地方哦。,,default,FALSE,0,,,IEDNIILUNOTPYLTFNQGFYYXVCFYUPOLNMNUNEUESAKBXCT
3_Chapter_2,15,227,answer,濕潤、時常下雨的地方,沒錯，桂花通常適合生長在較為濕潤的環境。,,default,TRUE,0,,,HZWVXKIUSPPNYUFUMSSHFBJALFSFKZELWYFDWZKWFXVNFL
3_Chapter_2,15,228,answer,乾燥、容易缺水的地方,再想想看。桂花的對生葉片排列方式並不適合乾燥、容易缺水的環境。在這種環境下，桂花會難以獲得足夠的水分、無法生存哦。,,default,FALSE,0,,,CUDTTBGGXPIJMGECQYSCFHGBMNESQSJURFGELJXATAOVYK
3_Chapter_2,16,229,text,,這種排列方式有助於排水，防止葉片積水，從而減少真菌感染的風險。在這樣的環境中，桂花可以更健康地生長。,,default,,-1,,,WYEMQIQEMUOGMNHVOAQDGQERQEQTAXGEGXBMAXUVWUSMNI
3_Chapter_2,17,230,text,,讓我們來觀察看看其他枝條的長相吧。,,default,,3,,,RTRWEHHONQUFPVRDPCDEQRUIJJQBIRCVIAZROLPWPNLEUR
3_Chapter_2,18,231,question,,仔細觀察，黑板樹枝條上的一個節，上面長了幾片葉子呢?,,default,,-1,,,UZEKXHBOOBFFTFJHRFPXOMACSVFRDBKKPMNHJYILEDITHW
3_Chapter_2,18,232,answer,1片,再仔細觀察看看吧。,,default,FALSE,0,,,WMVMIXSYZVYUMUBLYQHVDSFROEQWWFWGPHIYIQKDXEXCGX
3_Chapter_2,18,233,answer,2片,再仔細觀察看看吧。,,default,FALSE,0,,,LZXXXZGPKSXINVHFJGGSREUWXHBIRHYAJOZKHIZZPYGQFW
3_Chapter_2,18,234,answer,3片以上,沒錯，黑板樹的一個節上面長了好多片葉子，有的長了6個、有的則長了7個。,,default,TRUE,0,,,ZRPFHRGPWOWMRZSJOCMPJQOGMBSDDTJQDOHSQDQKFVCQAK
3_Chapter_2,19,235,text,,我們將這種葉序稱為「輪生」哦!,,default,,3,,,YPNQFVIEZBVUFJXYURFJYIQXKBFECNIDLTCHKZEIVBVKGJ
3_Chapter_2,20,236,question,,黑板樹的葉片以輪生的方式排列，是否與它生長的環境有所關聯呢?想想看，黑板樹通常生長在什麼樣的環境呢?,,default,,-1,,,ZUKEWBQKDHXTPHGVDDYGFMWDPRMLPEXQUWRRBEGQKTGHJF
3_Chapter_2,20,237,answer,陽光及水分皆足夠的地方,再想想看。黑板樹雖然需要陽光和適量的水分來生長，但輪生的葉片排列方式在陽光及水分充足的環境中並不具特定的優勢。,,default,FALSE,0,,,BDYYYCOZNYNZMMYCJYSXXQKOLMBNXFWQKWYEZMEZQUBWLC
3_Chapter_2,20,238,answer,濕潤、時常下雨的地方,再想想看。輪生的葉片排列方式主要有助於植物能在環境中更好地利用有限的水分和陽光。,,default,FALSE,0,,,FELFWYKWHQQSZNJHGFBDWTTASWVYLUUAAUUFOROBNQOFQF
3_Chapter_2,20,239,answer,乾燥、容易缺水的地方,沒錯，黑板樹的輪生葉片排列方式通常在乾燥、容易缺水的地方出現。,,default,TRUE,0,,,NVECUGNSFEFOILCQUBEKYDHSQJALDOLEDYEBJXGXRTQXLW
3_Chapter_2,21,240,text,,這種排列方式有助於每片葉子最大限度地接收到陽光，並減少水分流失，適應乾燥的生長環境。,,default,,0,,,RNRCJQJFTGFZYSNULZWZMITKRLIBKWMJZLGEMNOTOTKVSG
3_Chapter_2,22,241,text,,觀察完上面三種植物之後，我幫你把陽光照射的方向用箭頭標出來了。,,default,,3,,,ITIISPMRXVERSCRQZHBKRNOGNGGOIIDKEBKRRQGVEFSCUP
3_Chapter_2,23,242,text,,你可以將它們各自拿起來，觀察不同的葉序被太陽照到的方式有什麼不一樣呢?,,default,,3,,,FHHNEHFILLWUNLDDIGQGYLACZSRBZKYFZPWIYJEFYCDRSW
3_Chapter_2,24,243,text,,按下手把的食指板機，則可以改為觀察雨水滴落的方式哦。,,default,,-1,,,XZAUUAKJYMBSPDUUHSKFCTGRCNACIXEDAOEUHOOUEIEWTN
3_Chapter_2,25,244,question,,你覺得植物的葉片排列方式是否跟它生長的環境有關聯呢?,,default,,-1,,,BXEIHONVFTFFHXWNBVDWRESTFAMHWLEZKZIZIOMZXBSOOZ
3_Chapter_2,25,245,answer,是，葉子的排列方式會受到生長環境的影響,沒錯，植物的葉子排列方式通常與它們所生長的環境密切相關哦!不同的生長環境會促使植物進化出不同的排列方式，以應對該環境中的特定需求。,,default,TRUE,0,,,JCSTMZIPVAWGIDUTEEDQPHHNBWYSTQMJVREGFSZHMODGQR
3_Chapter_2,25,246,answer,取決於植物的品種，與生長環境無關聯,再想想看。雖然植物的品種確實會影響其葉子的排列方式，但這些品種的排列方式也反映了它們所適合生長的環境哦。,,default,FALSE,0,,,DUPBUOAVIISDVRBGNLCEBDKLFDXFQNGMLQKQORVQBNHPIX
3_Chapter_2,26,247,text,,我們已經認識完了三種不同的葉序，分別是互生、對生、以及輪生,,default,,3,,,ASWZKMZEBLKYBGWINGYHAQJCCHLPYQREMXXCZUXPKWYZPT
3_Chapter_2,27,248,text,,現在讓我們來一場小挑戰吧!,,default,,0,,,PUJJYLVQXSPYHEOWNICZEQUNCLXKMJNROENMFHIIOWVEOC
3_Chapter_2,28,249,text,,你的面前有幾種不同的植物，同時有三個籃子分別標示著互生、對生、輪生。,,default,,3,,,KLKBZSUUIQUQTMTYDQTYAIJHNYCHRMZLXKIJYILYBLJFLB
3_Chapter_2,29,250,text,,在拿起植物仔細觀察後，依照它的葉序進行分類吧!,,default,,0,,,JESQGSNQSYOAFVTCHYRUVXNDYPRZAIMBTFEDYQYSDWDNOX
3_Chapter_2,30,251,text,,非常好!看來你已經對植物的葉序非常瞭解了。,,default,,3,,,ZNXWDGTSHWFGHTYFFQSVXPMCDZJJEIURVWSLZTMRNXUOCF
3_Chapter_2,31,252,text,,植物之所以會有不同的葉序，也是為了因應各種各樣的生長環境，盡量讓葉子都能夠爭取到適當的陽光哦。,,default,,3,,,MVHDMVPFNSHNCIRWAFSUXMINQUKYVBBYULJQEOADRQBBBA
3_Chapter_2,32,253,text,,現在讓我們仔細看看，葉子是如何進行光合作用的吧!,,default,,3,,,RWWAMCAQOWKKNEDIWDDHFHDCTQNQUGXOQPKBNFRQYUIECL
3_Chapter_2,33,254,text,,現在陽光照在葉子上，我們可以看到陽光的能量還有空氣進入葉子裡，與水分進行光合作用了。,,default,,3,,,GPQJWCEZCHYUUACBXDBJBYMXDNGWOTIUIIDIREYUTPBBEW
3_Chapter_2,34,255,question,,觀察一下，當植物行光合作用的時候，有什麼東西被排出來了呢?,,default,,-1,,,IQLRZLFXBBIBXHBGLLMWUXOLVLZYQENDHVJSCKXOMRCAEL
3_Chapter_2,34,256,answer,氧氣,沒錯!,,default,TRUE,0,,,MKMVTTSWIEKCHBTKYCXUNYXEUZODWBLDQQNNMSGDIHPQNZ
3_Chapter_2,34,257,answer,水分,再觀察看看，水分有被排出來嗎?,,default,FALSE,0,,,QXTTTISXOFZXXHLSAVWNGSVCITUYDMWAGJPXZHAHDQHAOE
3_Chapter_2,34,258,answer,養分,沒錯!,,default,TRUE,0,,,OUHMDLDJIHUPLOWQSRBCOOPGMOINASBVUETCEIGPTDTIKT
3_Chapter_2,35,259,question,,現在時間來到晚上了，少了陽光提供的能量，再觀察看看葉子與白天的狀況有什麼差異嗎?,,default,,-1,,,NLSHXGMZVEDKIRKSQDMXGFPMNWZMBQHOCJQMLEISVMQROX
3_Chapter_2,35,260,answer,葉子停止吸收二氧化碳、排出氧氣了。,沒錯!,,default,TRUE,0,,,BOVCKPDJJHQZYAYUKBRGZBXTTDZHBVEFNIABUWWEGUYCZS
